name,manaCost,cmc,colors,colorIdentity,type,types,subtypes,rarity,set,setName,text,artist,number,power,toughness,layout,multiverseid,imageUrl,printings,originalText,originalType,id
Double Cross,{3}{B}{B},5,Black,B,Sorcery,Sorcery,,Common,UGL,Unglued,"Choose another player. Look at that player's hand and choose a card other than a basic land card from it. That player discards that card. At the beginning of the first upkeep in your next game with that player, look at that player's hand and choose a card other than a basic land card from it. That player discards that card.",Jeff Laubenstein,31,,,normal,5846,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5846&type=card,UGL,"Choose another player. Look at that player's hand and choose one of those cards other than a basic land. He or she discards that card. At the beginning of the next game with the player, look at the player's hand and choose one of those cards other than a basic land. He or she discards that card.",Sorcery,f18a99d625f7e1b48ffe8839220d3b3270906457
Handcuffs,{3}{B}{B},5,Black,B,Enchantment,Enchantment,,Uncommon,UGL,Unglued,"As Handcuffs enters the battlefield, choose a player.
When the chosen player's hands aren't touching each other, sacrifice Handcuffs and that player sacrifices three permanents.",Jeff Laubenstein,32,,,normal,9751,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9751&type=card,UGL,"Target player keeps both hands in contact with each other. If he or she does not, sacrifice Handcuffs and that player sacrifices three cards in play.",Enchantment,c845ce35527e4b1ac66b7789fe8e7a65c2f19a97
Infernal Spawn of Evil,{6}{B}{B}{B},9,Black,B,Creature — Beast,Creature,Beast,Rare,UGL,Unglued,"Flying, first strike
{1}{B}, Reveal Infernal Spawn of Evil from your hand, Say ""It's coming"": Infernal Spawn of Evil deals 1 damage to target opponent. Activate this ability only during your upkeep and only once each turn.",Ron Spencer,33,7,7,normal,9779,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9779&type=card,UGL,"Flying, first strike
{1}{B}, Reveal Infernal Spawn of Evil from your hand, Say ""It's coming"": Infernal Spawn of Evil deals 1 damage to target opponent. Use this ability only during your upkeep and only once each upkeep.",Summon — Demon Beast,5cbd5a1313716609aa4fde769a95b6cd9823fb37
Jumbo Imp,{2}{B},3,Black,B,Creature — Imp,Creature,Imp,Uncommon,UGL,Unglued,"Flying
As Jumbo Imp enters the battlefield, roll a six-sided die. Jumbo Imp enters the battlefield with a number of +1/+1 counters on it equal to the result.
At the beginning of your upkeep, roll a six-sided die and put a number of +1/+1 counters on Jumbo Imp equal to the result.
At the beginning of your end step, roll a six-sided die and remove a number of +1/+1 counters from Jumbo Imp equal to the result.",Pete Venters,34,0,0,normal,9750,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9750&type=card,UGL,"Flying
When you play Jumbo Imp, roll a six-sided die. Jumbo Imp comes into play with a number of +1/+1 counters on it equal to the die roll.
During your upkeep, roll a six-sided die and put on Jumbo Imp a number of +1/+1 counters equal to the die roll.
At the end of your turn, roll a six-sided die and remove from Jumbo Imp a number of +1/+1 counters equal to the die roll.",Summon — Imp,e9aba837da527054e313cb81d31e31f73f9441da
Organ Harvest,{B},1,Black,B,Sorcery,Sorcery,,Common,UGL,Unglued,"Your team may sacrifice any number of creatures. For each creature sacrificed this way, you add {B}{B} to your mana pool.",Terese Nielsen,35,,,normal,9752,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9752&type=card,UGL,"You and your teammates may sacrifice any number of creatures. For each creature sacrificed in this way, add {B}{B} to your mana pool.",Sorcery,63e1c890fb720e3a4d98345d358413e575d3c772
Ow,{B},1,Black,B,Enchantment,Enchantment,,Rare,UGL,Unglued,"Whenever a creature deals damage to a player, that player may say ""Ow"" once for each permanent named Ow. If the player doesn't, Ow deals 1 damage to him or her.","Edward P. Beard, Jr.",36,,,normal,9781,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9781&type=card,UGL,"Whenever any creature damages a player, for each Ow card in play, that player says ""Ow"" once or Ow deals 1 damage to him or her.",Enchantment,6e00f520d614e019aea255e4c7b080a0b578f93e
Poultrygeist,{2}{B},3,Black,B,Creature — Chicken,Creature,Chicken,Common,UGL,Unglued,"Flying
Whenever a creature dies, you may roll a six-sided die. If you roll a 1, sacrifice Poultrygeist. Otherwise, put a +1/+1 counter on Poultrygeist.",Daren Bader,37,1,1,normal,5864,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5864&type=card,UGL,"Flying
Whenever a creature is put into any graveyard from play, you may roll a six-sided die. On a 1, sacrifice Poultrygeist. Otherwise, put a +1/+1 counter on Poultrygeist.",Summon — Chicken,3fe7dcc8f4ccc51407c2e7d93463d24d44fed83c
Temp of the Damned,{2}{B},3,Black,B,Creature — Zombie,Creature,Zombie,Common,UGL,Unglued,"As Temp of the Damned enters the battlefield, roll a six-sided die. Temp of the Damned enters the battlefield with a number of funk counters on it equal to the result.
At the beginning of your upkeep, remove a funk counter from Temp of the Damned. If you can't, sacrifice it.",Adam Rex,38,3,3,normal,10717,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=10717&type=card,UGL,"When you play Temp of the Damned, roll a six-sided die. Temp of the Damned comes into play with a number of funk counters on it equal to the die roll.
During your upkeep, remove a funk counter from Temp of the Damned or sacrifice Temp of the Damned.",Summon — Zombie,e178c4976b4375a3295ed5f38e2909b16a1429db
Volrath's Motion Sensor,{B},1,Black,B,Enchantment — Aura,Enchantment,Aura,Uncommon,UGL,Unglued,"Enchant player
As Volrath's Motion Sensor enters the battlefield, choose one of enchanted player's hands. That player balances Volrath's Motion Sensor on the back of that hand.
When Volrath's Motion Sensor falls off the chosen hand, sacrifice Volrath's Motion Sensor and enchanted player loses 3 life.",Mark Tedin,39,,,normal,9753,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9753&type=card,UGL,"When Volrath's Motion Sensor comes into play, choose target hand controlled by an opponent. Enchanted player balances Volrath's Motion Sensor on the back of that hand.
If Volrath's Motion Sensor falls off the hand, sacrifice Volrath's Motion Sensor and that player loses 3 life.",Enchant Player,d1827a6bc46290459750f843ee5ae90b81c340e5
Burning Cinder Fury of Crimson Chaos Fire,{3}{R},4,Red,R,Enchantment,Enchantment,,Rare,UGL,Unglued,"Whenever any player taps a permanent, that player choose one of his or her opponents. The chosen player gains control of that permanent at the beginning of the next end step.
At the beginning of each player's end step, if that player didn't tap any nonland permanents that turn, Burning Cinder Fury of Crimson Chaos Fire deals 3 damage to that player.",Richard Kane Ferguson,40,,,normal,9783,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9783&type=card,UGL,"Whenever any player taps a card, that player gives control of that card to an opponent at end of turn.
If a player does not tap any nonland cards during his or her turn, Burning Cinder Fury of Crimson Chaos Fire deals 3 damage to that player at end of turn.",Enchantment,b1cb554ef130249bf7f5b85cdc60281dcc655d4c
Chicken Egg,{1}{R},2,Red,R,Creature — Egg,Creature,Egg,Common,UGL,Unglued,"At the beginning of your upkeep, roll a six-sided die. If you roll a 6, sacrifice Chicken Egg and create a 4/4 red Giant Chicken creature token.",Christopher Rush,41,0,1,normal,9667,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9667&type=card,UGL,"During your upkeep, roll a six-sided die. On a 6, sacrifice Chicken Egg and put a Giant Chicken token into play. Treat this token as a 4/4 red creature that counts as a Chicken.",Summon — Egg,bf8f15916cd8e6e6bd5023a67cecfdc5119dc0ea
Double Deal,{4}{R},5,Red,R,Sorcery,Sorcery,,Common,UGL,Unglued,"Choose another player. Double Deal deals 3 damage to that player. At the beginning of the first upkeep in your next game with that player, Double Deal deals 3 damage to the player.","Edward P. Beard, Jr.",42,,,normal,8812,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=8812&type=card,UGL,Choose another player. Double Deal deals 3 damage to that player now and deals an additional 3 damage to the player at the beginning of the next game with the player.,Sorcery,52507ab0be32f90564693094c7f6cd4940f7eb3c
Goblin Bookie,{R},1,Red,R,Creature — Goblin,Creature,Goblin,Common,UGL,Unglued,"{R}, {T}: Reflip any coin or reroll any die. (Activate this ability only any time it makes sense.)",Claymore J. Flapdoodle,43,1,1,normal,9665,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9665&type=card,UGL,"{R}, {T}: Reflip any coin or reroll any die.",Summon — Goblin,22cc6732ee2fb836f3973fadeb638443e096f355
Goblin Bowling Team,{3}{R},4,Red,R,Creature — Goblin,Creature,Goblin,Common,UGL,Unglued,"If Goblin Bowling Team would deal damage to a creature or player, it deals that much damage plus the result of a six-sided die roll to that creature or player instead.",Pete Venters,44,1,1,normal,9666,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9666&type=card,UGL,"Whenever Goblin Bowling Team damages any creature or player, roll a six-sided die. Goblin Bowling Team deals to that creature or player additional damage equal to the die roll.",Summon — Goblins,e0745d3c297a914dd06315ec6de99917318d4516
Goblin Tutor,{R},1,Red,R,Instant,Instant,,Uncommon,UGL,Unglued,"Roll a six-sided die. If you roll a 1, Goblin Tutor has no effect. Otherwise, search your library for the indicated card, reveal it, put it into your hand, then shuffle your library.
2 — A card named Goblin Tutor
3 — An enchantment card
4 — An artifact card
5 — A creature card
6 — An instant or sorcery card",Quinton Hoover,45,,,normal,9755,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9755&type=card,UGL,"Roll a six-sided die for Goblin Tutor. On a 1, Goblin Tutor has no effect. Otherwise, search your library for the indicated card, reveal that card to all players, and put it into your hand. Shuffle your library afterwards.
2 Any Goblin Tutor
3 Any enchantment
4 Any artifact
5 Any creature
6 Any sorcery, instant, or interrupt",Instant,88a41c22a84ae8ef3d0c74e0c262e1de0fb57d94
Hurloon Wrangler,{2}{R},3,Red,R,Creature — Minotaur,Creature,Minotaur,Common,UGL,Unglued,Denimwalk (This creature can't be blocked as long as defending player is wearing denim.),Kaja Foglio,46,2,2,normal,8904,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=8904&type=card,UGL,"Denimwalk (If defending player is wearing any clothing made of denim, this creature is unblockable.)",Summon — Minotaur,6775d685239300da3320c9bb40137fe8cc4145dc
Jalum Grifter,{3}{R}{R},5,Red,R,Legendary Creature — Devil,Creature,Devil,Rare,UGL,Unglued,"{1}{R}, {T}: Shuffle Jalum Grifter and two lands you control face down. Target opponent  chooses one of those cards. Turn the cards face up. If the opponent chose Jalum Grifter, sacrifice it. Otherwise, destroy target permanent.",Claymore J. Flapdoodle,47,3,5,normal,9782,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9782&type=card,UGL,"{1}{R}, {T}: Put Jalum Grifter and two lands you control face down in front of target opponent after revealing each card to him or her. Then, rearrange the order of the three cards as often as you wish, keeping them on the table at all times. That opponent then chooses one of those cards. If a land is chosen, destroy target card in play. Otherwise, sacrifice Jalum Grifter.",Summon — Legend,004b24a99e75458326add172d047079e5f57f2e9
Krazy Kow,{3}{R},4,Red,R,Creature — Cow,Creature,Cow,Common,UGL,Unglued,"At the beginning of your upkeep, roll a six-sided die. If you a roll a 1, sacrifice Krazy Kow and it deals 3 damage to each creature and each player.",Ron Spencer,48,3,3,normal,9758,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9758&type=card,UGL,"During your upkeep, roll a six-sided die. On a 1, sacrifice Krazy Kow and it deals 3 damage to each creature and player.",Summon — Cow,c80456daf40f7c8c28ebaa9a9c6f5b032eedb94d
Landfill,{4}{R},5,Red,R,Sorcery,Sorcery,,Rare,UGL,Unglued,"Choose a land type. Exile all lands you control of that type. Drop those cards, one at a time, onto the playing area from a height of at least one foot. Destroy each permanent completely covered by those cards. Then return the cards you dropped to the battlefield tapped.",Daren Bader,49,,,normal,9785,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9785&type=card,UGL,"Choose a land type. Remove from play all lands of that type that you control. Drop those cards, one at a time, onto the playing area from a height of at least one foot. Destroy each card in play that is completely covered by those cards. Then return to play, tapped, all lands dropped in this way.",Sorcery,b8352a0cf1abfcb5f0e343a8f6c2c70864a56057
Ricochet,{R},1,Red,R,Enchantment,Enchantment,,Uncommon,UGL,Unglued,"Whenever a player casts a spell that targets a single player, each player rolls a six-sided die. Change the target of that spell to the player with the lowest result. Reroll to break ties, if necessary.",David A. Cherry,50,,,normal,9756,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9756&type=card,UGL,"Whenever any spell targets a single player, each player rolls a six-sided die. That spell is redirected to the player or players with the lowest die roll. If two or more players tie for the lowest die roll, they reroll until there is no tie.",Enchantment,9894e1011d558b8a46e520334a70f1c0c83dacd8
Spark Fiend,{4}{R},5,Red,R,Creature — Beast,Creature,Beast,Rare,UGL,Unglued,"When Spark Fiend enters the battlefield, roll two six-sided dice. If you rolled 2, 3, or 12, sacrifice Spark Fiend. If you rolled 7 or 11, don't roll dice for Spark Fiend during any of your following upkeeps. If you rolled any other total, note that total.
At the beginning of your upkeep, roll two six-sided dice. If you rolled 7, sacrifice Spark Fiend. If you roll the noted total, don't roll dice for Spark Fiend during any of your following upkeeps. Otherwise, do nothing.",Pete Venters,51,5,6,normal,9754,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9754&type=card,UGL,"When Spark Fiend comes into play, roll two six-sided dice. On a total of 2, 3, or 12, sacrifice Spark Fiend. On a total of 7 or 11, do not roll dice for Spark Fiend during any of your following upkeep phases. If you roll any other total, note it.
During your upkeep, roll two six-sided dice. On a total of 7, sacrifice Spark Fiend. If you roll the noted total, do not roll dice for Spark Fiend during any of your following upkeep phases. On any other roll, there is no effect.",Summon — Beast,ae0cded4747951643325448101132529ef8852ac
